index,store_ID,day_of_week,date,nb_customers_on_day,open,promotion,state_holiday,school_holiday,sales
582668,848,2,24/09/2013,755,1,1,0,0,7091
15303,919,3,12/06/2013,657,1,0,0,0,5391
556385,989,2,12/02/2013,245,1,0,0,1,2425
497881,1003,3,15/01/2014,539,1,0,0,0,4429
128319,424,6,06/12/2014,835,1,0,0,0,7418
290094,65,4,17/01/2013,416,1,0,0,0,4279
317736,828,4,04/09/2014,628,1,1,0,0,6176
652834,912,5,20/09/2013,659,1,0,0,0,5489
180434,958,5,06/03/2015,584,1,1,0,0,6009
694231,632,7,07/12/2014,0,0,0,0,0,0
672345,1014,1,16/09/2013,1273,1,0,0,0,9725
589662,421,2,10/06/2014,920,1,0,0,0,6848
163041,746,1,21/10/2013,568,1,1,0,1,6837
331656,78,1,15/09/2014,639,1,1,0,0,7231
501766,949,7,29/12/2013,0,0,0,0,0,0
81747,273,7,27/07/2014,0,0,0,0,0,0
620564,483,3,03/09/2014,693,1,1,0,1,6966
204209,756,7,27/07/2014,0,0,0,0,0,0
403357,549,1,22/12/2014,623,1,0,0,1,5939
492942,589,5,17/04/2015,606,1,1,0,0,6274
193885,793,3,25/09/2013,444,1,1,0,0,4177
555072,821,2,09/09/2014,864,1,0,0,0,6984
616496,402,1,29/09/2014,675,1,1,0,0,7430
237704,388,1,20/07/2015,997,1,0,0,1,8487
602798,248,6,10/08/2013,1130,1,0,0,0,8660
650118,631,6,26/01/2013,443,1,0,0,0,4374
96455,758,3,31/07/2013,817,1,1,0,1,8289
473499,771,5,22/03/2013,707,1,1,0,0,6458
667685,762,7,22/12/2013,0,0,0,0,0,0
30082,191,2,09/06/2015,662,1,0,0,0,6043
567124,936,3,04/12/2013,1026,1,1,0,0,10035
200882,451,1,16/06/2014,563,1,1,0,0,6695
128512,1091,1,25/02/2013,619,1,0,0,0,5573
133942,415,1,19/05/2014,600,1,1,0,0,7337
315483,1043,5,27/02/2015,1145,1,0,0,0,8609
248987,159,6,08/03/2014,642,1,0,0,0,6415
71756,1010,5,09/01/2015,841,1,1,0,0,7886
698912,137,3,06/05/2015,898,1,1,0,0,8616
145952,700,7,01/03/2015,0,0,0,0,0,0
567228,459,2,12/03/2013,1083,1,0,0,0,7810
255566,228,5,15/02/2013,529,1,0,0,0,5066
417862,1065,2,19/05/2015,481,1,1,0,0,5631
537145,665,3,23/04/2014,1350,1,0,0,1,8684
231139,1068,1,17/11/2014,275,1,0,0,0,3754
128481,929,4,30/10/2014,744,1,0,0,0,6238
574599,376,5,08/05/2015,1023,1,1,0,0,9458
375247,620,3,11/09/2013,833,1,1,0,1,7776
670175,71,7,19/05/2013,0,0,0,0,0,0
120696,606,2,27/08/2013,674,1,1,0,0,6779
545464,522,1,15/06/2015,809,1,1,0,0,9562
418549,726,7,11/08/2013,0,0,0,0,0,0
704472,793,4,24/04/2014,346,1,0,0,1,3236
579903,644,6,29/03/2014,1136,1,0,0,0,9463
76620,899,5,24/04/2015,478,1,0,0,0,4632
282720,836,5,03/01/2014,689,1,0,0,1,5890
676704,433,5,12/09/2014,627,1,0,0,0,5722
328803,846,6,01/11/2014,0,0,0,a,0,0
512700,333,5,01/08/2014,1338,1,1,0,1,10574
658194,1022,1,21/10/2013,1119,1,1,0,1,10408
676407,106,1,30/03/2015,936,1,1,0,1,11400
363441,660,4,17/01/2013,302,1,0,0,0,2934
106142,847,1,26/01/2015,951,1,1,0,0,9953
162929,521,6,25/10/2014,405,1,0,0,0,3867
159771,544,2,10/03/2015,1601,1,0,0,0,11388
491877,582,7,04/05/2014,0,0,0,0,0,0
181648,55,4,27/06/2013,402,1,0,0,0,4666
330216,669,2,25/06/2013,394,1,0,0,0,3753
497997,963,3,13/11/2013,814,1,0,0,0,6318
125365,907,6,05/07/2014,799,1,0,0,0,7141
329760,1091,5,21/06/2013,758,1,1,0,0,7656
105435,24,3,12/03/2014,688,1,0,0,0,6357
686866,255,1,13/04/2015,746,1,1,0,0,8487
328213,301,2,04/02/2014,708,1,1,0,0,7582
458524,796,3,26/11/2014,720,1,1,0,0,7612
202946,279,5,16/01/2015,788,1,1,0,0,7774
181249,246,7,07/06/2015,0,0,0,0,0,0
622357,863,5,09/08/2013,1224,1,0,0,0,8797
615418,220,7,07/04/2013,0,0,0,0,0,0
515899,862,1,30/06/2014,1585,1,1,0,0,15317
2522,525,4,31/01/2013,828,1,0,0,0,7355
222704,727,2,09/09/2014,394,1,0,0,0,3953
557288,918,2,31/12/2013,307,1,0,0,1,2916
300341,712,4,25/06/2015,538,1,0,0,0,5451
364784,392,1,02/09/2013,697,1,0,0,1,6391
305670,779,4,11/12/2014,797,1,0,0,0,7151
142138,447,4,10/07/2014,584,1,0,0,0,5151
582886,44,6,03/08/2013,381,1,0,0,0,3823
692466,999,3,02/07/2014,651,1,1,0,0,7155
6470,551,3,30/07/2014,906,1,1,0,1,8907
658736,1047,6,06/04/2013,364,1,0,0,0,3466
591795,727,7,16/11/2014,0,0,0,0,0,0
121407,809,2,02/12/2014,997,1,1,0,0,11032
345436,120,6,28/09/2013,518,1,0,0,0,5095
294108,743,1,13/07/2015,587,1,1,0,1,7531
387388,674,2,30/09/2014,1305,1,1,0,0,11446
448747,797,3,02/01/2013,349,1,0,0,1,3524
405229,927,4,09/01/2014,853,1,1,0,0,7565
139473,759,4,19/03/2015,799,1,1,0,0,7417
166530,910,6,28/09/2013,458,1,0,0,0,4251
494457,1080,6,03/08/2013,781,1,0,0,0,6797
522986,758,7,22/12/2013,0,0,0,0,0,0
161720,430,3,19/06/2013,597,1,1,0,0,6510
626040,635,7,05/05/2013,0,0,0,0,0,0
337564,571,7,12/01/2014,0,0,0,0,0,0
257083,682,5,27/12/2013,1778,1,0,0,1,11144
414210,580,4,01/05/2014,0,0,1,a,1,0
273348,294,1,15/09/2014,1001,1,1,0,0,10001
450085,857,1,02/06/2014,1010,1,1,0,0,10377
671244,966,7,07/07/2013,0,0,0,0,0,0
8319,15,3,24/07/2013,526,1,0,0,1,4454
554164,359,7,08/02/2015,0,0,0,0,0,0
551067,1098,2,22/07/2014,647,1,0,0,1,4777
267567,1033,5,31/05/2013,1552,1,1,0,0,15417
667586,348,3,17/07/2013,0,0,1,0,0,0
32248,550,4,09/07/2015,358,1,0,0,0,3643
578474,646,5,12/06/2015,664,1,0,0,0,6171
411243,773,2,05/05/2015,871,1,1,0,0,8783
678887,1014,7,08/12/2013,0,0,0,0,0,0
230590,659,7,17/02/2013,0,0,0,0,0,0
75943,556,1,24/03/2014,791,1,0,0,0,5986
45009,261,6,09/11/2013,639,1,0,0,0,6107
292997,794,2,22/01/2013,537,1,1,0,0,5196
595488,1011,1,01/12/2014,1165,1,1,0,0,12415
367228,930,1,07/04/2014,1003,1,0,0,0,7100
220643,1051,2,10/12/2013,1016,1,0,0,0,8222
62703,277,7,25/01/2015,0,0,0,0,0,0
566478,668,3,27/03/2013,1393,1,1,0,1,10740
175406,1036,6,04/07/2015,474,1,0,0,0,4785
444389,913,2,07/04/2015,1230,1,0,0,1,9520
318082,265,3,28/05/2014,578,1,0,0,0,5213
649757,7,7,08/09/2013,0,0,0,0,0,0
604279,671,2,01/04/2014,663,1,1,0,0,7214
56973,724,6,28/03/2015,586,1,0,0,0,6184
631527,286,2,06/08/2013,351,1,0,0,1,3646
24263,678,6,16/03/2013,646,1,0,0,0,5907
194984,412,2,29/10/2013,566,1,0,0,1,5451
136306,84,6,10/05/2014,1333,1,0,0,0,10359
498328,369,4,16/10/2014,459,1,0,0,0,4424
421885,825,4,14/05/2015,0,0,0,a,0,0
237974,1058,2,07/07/2015,546,1,0,0,1,5273
208515,610,4,22/08/2013,378,1,0,0,1,3682
398885,719,7,22/06/2014,0,0,0,0,0,0
395456,960,1,12/08/2013,735,1,1,0,1,7984
677238,991,3,10/04/2013,458,1,1,0,0,4950
481084,307,2,09/07/2013,345,1,0,0,0,3438
529079,49,2,30/12/2014,467,1,0,0,1,5489
181675,264,6,06/06/2015,705,1,0,0,0,6638
41224,782,4,23/10/2014,558,1,1,0,1,5376
39285,394,5,01/05/2015,0,0,1,a,0,0
296638,982,7,01/03/2015,0,0,0,0,0,0
619899,611,3,03/04/2013,446,1,0,0,1,4421
633886,112,1,28/07/2014,894,1,1,0,0,9543
521205,150,7,10/11/2013,0,0,0,0,0,0
317076,1073,3,29/04/2015,1183,1,1,0,0,10903
285939,500,4,30/01/2014,319,1,0,0,0,3487
147129,606,3,01/04/2015,749,1,1,0,1,8508
518373,1107,3,28/01/2015,686,1,1,0,0,6754
423235,618,7,01/02/2015,0,0,0,0,0,0
284993,222,2,05/11/2013,676,1,1,0,0,7176
402540,821,3,22/10/2014,682,1,1,0,1,6617
521810,11,6,29/06/2013,819,1,0,0,0,7101
199094,8,4,09/07/2015,765,1,0,0,0,6483
37777,924,2,07/04/2015,437,1,0,0,1,4422
354283,866,1,26/08/2013,616,1,1,0,0,7435
681818,474,7,11/05/2014,0,0,0,0,0,0
540747,524,2,27/05/2014,906,1,0,0,0,7595
131006,14,4,10/10/2013,689,1,1,0,0,6548
194181,233,2,18/11/2014,941,1,0,0,0,7346
532535,1036,5,05/09/2014,566,1,1,0,0,5929
322569,840,3,12/03/2014,1079,1,0,0,0,9044
21676,337,1,13/01/2014,362,1,0,0,0,3670
398907,109,3,13/02/2013,756,1,0,0,0,6048
426758,863,5,15/02/2013,1005,1,0,0,0,7712
657803,443,7,17/03/2013,0,0,0,0,0,0
592219,1010,2,14/10/2014,631,1,0,0,1,5364
651648,569,4,02/01/2014,657,1,0,0,1,5469
156867,98,7,25/01/2015,0,0,0,0,0,0
567682,630,6,08/06/2013,343,1,0,0,0,3213
127330,462,6,11/01/2014,288,1,0,0,0,2646
557839,69,3,01/01/2014,0,0,0,a,1,0
614910,621,7,06/10/2013,0,0,0,0,0,0
44718,664,4,29/01/2015,651,1,1,0,0,6923
9201,942,5,04/10/2013,524,1,0,0,0,5215
568961,935,3,24/04/2013,560,1,1,0,0,5716
510253,304,1,03/11/2014,1204,1,1,0,1,11217
324193,947,2,19/05/2015,1022,1,1,0,0,8446
666094,1061,2,11/03/2014,440,1,0,0,0,4240
610059,473,4,27/06/2013,464,1,0,0,0,4464
332384,880,4,21/03/2013,797,1,1,0,0,7106
667830,5,4,07/11/2013,564,1,1,0,0,4933
595410,567,3,29/10/2014,598,1,0,0,0,4963
477742,1105,4,24/10/2013,439,1,1,0,1,4873
163002,478,4,14/03/2013,615,1,0,0,0,5160
148749,624,2,30/07/2013,819,1,1,0,1,8959
93890,399,3,25/06/2014,464,1,0,0,0,4321
99831,417,7,02/03/2014,0,0,0,0,0,0
107981,322,5,07/03/2014,571,1,1,0,0,5988
592327,247,7,31/03/2013,0,0,0,0,0,0
430802,67,1,27/07/2015,1096,1,1,0,0,10927
113129,568,5,15/11/2013,362,1,0,0,0,3624
140329,210,3,16/04/2014,376,1,1,0,1,4592
553257,1000,7,12/04/2015,0,0,0,0,0,0
293290,700,3,19/06/2013,598,1,1,0,0,6208
562486,20,4,27/06/2013,865,1,0,0,0,6877
125216,617,3,12/11/2014,600,1,1,0,0,6253
3442,855,5,20/06/2014,845,1,1,0,1,7927
492361,37,3,20/02/2013,767,1,1,0,0,7050
317519,576,6,18/05/2013,979,1,0,0,0,7861
6691,748,4,10/01/2013,543,1,1,0,0,6042
516520,857,6,30/03/2013,1500,1,0,0,0,11245
177662,123,7,12/07/2015,0,0,0,0,0,0
280736,556,5,16/05/2014,752,1,0,0,0,6134
644224,66,6,16/08/2014,464,1,0,0,0,4841
263044,419,7,12/01/2014,0,0,0,0,0,0
297548,8,5,29/11/2013,596,1,0,0,0,5884
359253,1020,7,06/07/2014,0,0,0,0,0,0
604418,1032,5,19/06/2015,1081,1,1,0,0,9846
102767,171,3,03/06/2015,1054,1,1,0,0,9988
95994,912,4,15/01/2015,705,1,1,0,0,6574
438538,351,3,05/02/2014,537,1,1,0,0,6005
416960,748,4,23/01/2014,476,1,1,0,0,5394
100562,543,7,05/10/2014,0,0,0,0,0,0
197476,994,7,16/02/2014,0,0,0,0,0,0
228541,209,7,23/03/2014,149,1,0,0,0,1425
469220,80,2,26/08/2014,388,1,0,0,1,3851
529377,147,2,07/10/2014,795,1,1,0,1,8481
454596,343,4,16/01/2014,543,1,0,0,0,4857
102638,859,4,18/04/2013,524,1,0,0,0,4392
165707,961,7,17/08/2014,0,0,0,0,0,0
439422,1050,2,10/12/2013,471,1,0,0,0,5005
479429,327,5,15/11/2013,781,1,0,0,0,6582
331069,426,5,19/06/2015,586,1,1,0,0,5713
510475,1115,1,10/02/2014,319,1,0,0,0,3907
564510,250,2,10/12/2013,544,1,0,0,0,5484
157165,723,6,26/04/2014,603,1,0,0,0,5837
494104,833,3,27/02/2013,490,1,0,0,0,4505
545103,61,6,23/02/2013,517,1,0,0,0,5178
269401,296,2,29/04/2014,983,1,1,0,0,9300
344894,679,7,18/01/2015,0,0,0,0,0,0
510104,706,1,04/05/2015,626,1,1,0,0,7628
40071,575,6,25/01/2014,229,1,0,0,0,2008
110990,103,5,01/03/2013,0,0,0,0,0,0
24342,560,4,23/01/2014,1456,1,1,0,0,11384
272490,1025,2,21/10/2014,902,1,1,0,1,8025
524502,161,3,21/05/2014,807,1,1,0,0,7893
477092,132,4,16/01/2014,523,1,0,0,0,4672
638181,876,6,25/04/2015,346,1,0,0,0,3244
141491,222,7,12/04/2015,0,0,0,0,0,0
608646,802,2,07/01/2014,583,1,1,0,0,6982
607263,722,4,20/02/2014,1516,1,1,0,0,11867
420045,386,2,11/11/2014,576,1,1,0,0,6599
138816,901,2,19/03/2013,733,1,1,0,0,7536
137077,453,5,31/05/2013,1227,1,1,0,0,11396
191745,289,4,10/01/2013,504,1,1,0,1,5440
180522,789,3,19/11/2014,496,1,0,0,0,4381
113069,234,1,11/03/2013,764,1,0,0,0,6115
158113,74,6,15/11/2014,728,1,0,0,0,6728
157056,882,3,18/12/2013,1049,1,1,0,0,10958
465028,672,3,28/05/2014,1375,1,0,0,0,9383
546975,1020,4,20/02/2014,1047,1,1,0,0,8912
148222,30,1,03/03/2014,0,0,1,0,0,0
269726,743,5,27/12/2013,614,1,0,0,1,6106
561283,465,4,22/08/2013,510,1,0,0,0,4452
304495,54,1,21/10/2013,775,1,1,0,1,8547
103121,495,5,24/07/2015,359,1,0,0,0,3813
157557,142,4,21/02/2013,592,1,1,0,0,5887
352510,124,1,22/06/2015,503,1,0,0,0,4866
523035,363,1,04/05/2015,1256,1,1,0,0,12144
527339,86,6,29/06/2013,523,1,0,0,0,5126
124587,724,6,12/07/2014,548,1,0,0,0,5440
392694,475,7,06/10/2013,0,0,0,0,0,0
484270,1098,6,20/09/2014,366,1,0,0,0,2771
294761,168,4,18/09/2014,852,1,1,0,0,7672
253150,258,3,15/04/2015,455,1,1,0,0,5386
201595,850,7,08/06/2014,0,0,0,0,0,0
641994,538,5,03/01/2014,503,1,0,0,1,4903
162475,351,1,02/03/2015,696,1,1,0,0,8373
367216,692,2,03/09/2013,808,1,0,0,1,6655
431371,297,3,27/03/2013,920,1,1,0,1,8566
680204,678,5,13/03/2015,828,1,0,0,0,7102
630562,374,7,12/05/2013,0,0,0,0,0,0
441591,838,3,21/01/2015,769,1,0,0,0,6170
38140,1069,4,17/01/2013,641,1,0,0,0,5256
146045,254,1,10/02/2014,207,1,0,0,0,1921
185962,735,2,08/07/2014,433,1,0,0,0,4427
629140,891,7,16/03/2014,0,0,0,0,0,0
615288,1047,2,02/04/2013,582,1,0,0,1,5562
688114,550,3,25/02/2015,458,1,0,0,0,4369
63506,257,2,01/07/2014,748,1,1,0,0,7870
165664,386,2,15/04/2014,759,1,1,0,1,8593
556540,1003,7,15/12/2013,0,0,0,0,0,0
254939,162,1,05/01/2015,643,1,1,0,1,7956
506165,534,1,16/12/2013,982,1,1,0,0,12791
571693,1037,5,08/08/2014,843,1,1,0,1,7768
288605,1048,7,30/06/2013,0,0,0,0,0,0
134364,621,3,25/09/2013,807,1,1,0,0,7256
652018,964,4,29/05/2014,0,0,0,a,0,0
156566,949,7,31/05/2015,0,0,0,0,0,0
213440,296,1,04/05/2015,1021,1,1,0,0,10718
98558,27,6,16/08/2014,864,1,0,0,0,7186
11351,924,7,07/04/2013,0,0,0,0,0,0
412822,437,2,08/04/2014,571,1,0,0,0,5075
246298,645,5,26/04/2013,1497,1,1,0,0,11271
383616,625,6,06/12/2014,576,1,0,0,0,5874
235786,250,1,16/06/2014,890,1,1,0,0,9973
108740,786,2,03/12/2013,861,1,1,0,0,9483
228210,979,5,07/02/2014,741,1,1,0,0,7110
272819,421,2,03/09/2013,869,1,0,0,0,6562
551735,440,5,23/01/2015,608,1,0,0,0,5547
269381,544,3,30/07/2014,1816,1,1,0,1,14966
239339,58,4,02/01/2014,412,1,0,0,1,4285
689473,614,4,19/12/2013,1284,1,1,0,0,12641
181364,395,4,30/10/2014,544,1,0,0,0,5198
286253,1099,3,26/03/2014,788,1,0,0,0,5479
580927,765,2,29/04/2014,884,1,1,0,0,8972
236791,958,1,04/02/2013,828,1,1,0,1,8699
669219,314,4,27/03/2014,569,1,0,0,0,5118
40389,361,4,25/12/2014,0,0,0,c,1,0
477856,783,5,14/06/2013,780,1,0,0,0,6533
473328,1072,3,04/06/2014,716,1,1,0,0,7154
587246,591,6,11/10/2014,354,1,0,0,0,3324
46623,860,3,27/02/2013,533,1,0,0,0,4548
525611,169,5,23/08/2013,645,1,0,0,1,5755
596029,170,1,01/09/2014,755,1,1,0,0,8613
8158,859,7,02/06/2013,0,0,0,0,0,0
456609,46,3,13/05/2015,642,1,0,0,0,5622
170619,1099,3,29/10/2014,784,1,0,0,0,5563
267395,834,3,08/05/2013,713,1,0,0,0,5888
247559,548,6,25/01/2014,359,1,0,0,0,3596
90621,631,5,22/02/2013,608,1,1,0,0,6091
390028,650,1,30/09/2013,707,1,0,0,0,6358
396643,291,6,06/06/2015,493,1,0,0,0,4976
302225,397,3,09/04/2014,671,1,0,0,0,5665
408092,948,6,25/05/2013,1336,1,0,0,0,7751
591356,975,3,02/04/2014,689,1,1,0,0,7074
506839,678,6,26/10/2013,602,1,0,0,0,5324
102143,496,1,16/06/2014,1014,1,1,0,0,10270
605287,384,5,18/04/2014,0,0,1,b,0,0
57769,440,4,30/01/2014,596,1,0,0,0,5287
685432,958,4,07/05/2015,575,1,1,0,0,5997
457981,818,5,30/05/2014,804,1,0,0,0,8062
354435,473,2,24/12/2013,426,1,0,0,1,4140
128482,630,3,20/03/2013,731,1,1,0,0,7091
447716,528,5,06/06/2014,1110,1,1,0,0,10093
18647,635,7,02/02/2014,0,0,0,0,0,0
93517,1068,5,21/11/2014,275,1,0,0,0,3788
423956,1017,2,22/04/2014,1021,1,0,0,1,7700
221504,965,5,15/08/2014,818,1,0,0,1,6686
175050,951,3,30/04/2014,1025,1,1,0,0,9894
95560,793,3,01/01/2014,0,0,0,a,1,0
522472,735,7,28/12/2014,0,0,0,0,0,0
485456,722,4,21/02/2013,1526,1,1,0,0,11803
219778,818,7,24/03/2013,0,0,0,0,0,0
142647,96,6,02/02/2013,153,1,0,0,0,1713
115096,441,7,21/09/2014,0,0,0,0,0,0
441028,984,6,10/08/2013,666,1,0,0,0,5757
698814,325,3,11/09/2013,638,1,1,0,0,6388
243567,346,7,30/11/2014,0,0,0,0,0,0
663433,587,6,01/02/2014,761,1,0,0,0,7026
12775,205,5,13/06/2014,759,1,0,0,0,6628
578139,47,5,29/03/2013,0,0,1,b,0,0
698522,60,4,24/01/2013,673,1,1,0,0,6730
313063,400,2,04/02/2014,1479,1,1,0,0,12561
510353,733,6,22/06/2013,3407,1,0,0,0,14891
394254,902,6,31/01/2015,636,1,0,0,0,6571
161476,700,4,13/11/2014,638,1,1,0,0,6607
593378,1041,4,05/03/2015,630,1,1,0,0,5890
15622,705,2,23/06/2015,694,1,0,0,0,6188
297638,197,2,10/03/2015,695,1,0,0,1,6082
459378,501,7,02/03/2014,0,0,0,0,0,0
196035,591,2,23/07/2013,438,1,0,0,0,4273
424575,371,2,10/12/2013,478,1,0,0,0,5239
368214,919,2,27/05/2014,587,1,0,0,0,5097
625091,1051,2,17/03/2015,1223,1,1,0,0,10455
531296,407,3,25/02/2015,254,1,0,0,0,2635
182416,274,5,25/07/2014,1113,1,0,0,0,7828
83098,282,4,31/10/2013,748,1,0,0,0,6480
156256,782,3,29/01/2014,424,1,0,0,0,3892
76067,774,2,15/01/2013,706,1,0,0,0,5410
234235,77,6,04/04/2015,854,1,0,0,1,8376
529141,1079,1,14/10/2013,621,1,0,0,1,5326
129995,410,7,06/01/2013,0,0,0,0,0,0
416866,62,2,07/04/2015,852,1,0,0,1,7607
270846,827,1,27/01/2014,925,1,0,0,0,6894
599791,965,3,01/01/2014,0,0,0,a,1,0
432237,315,4,13/02/2014,446,1,0,0,0,4296
194713,379,6,20/12/2014,412,1,0,0,0,4557
579135,109,2,30/06/2015,974,1,1,0,0,10633
229220,464,5,08/11/2013,1284,1,1,0,0,10468
253182,372,6,05/01/2013,720,1,0,0,0,7114
262606,1076,6,17/01/2015,464,1,0,0,0,4554
202247,831,6,06/12/2014,1450,1,0,0,0,11591
561417,459,3,21/01/2015,958,1,0,0,0,7040
99216,602,6,06/07/2013,499,1,0,0,1,4855
627883,224,3,13/03/2013,357,1,0,0,0,3557
501007,178,2,19/02/2013,810,1,1,0,0,7779
590642,1061,1,27/04/2015,729,1,1,0,0,8293
231875,752,6,12/07/2014,284,1,0,0,0,2764
583160,124,5,14/02/2014,635,1,0,0,0,5789
656572,187,6,10/05/2014,626,1,0,0,0,6123
204592,1060,3,07/01/2015,898,1,1,0,0,8283
41927,565,5,08/03/2013,893,1,1,0,0,7731
285272,1100,5,03/07/2015,687,1,1,0,1,6194
197195,1069,3,25/03/2015,1028,1,0,0,0,8258
709346,999,4,30/01/2014,567,1,0,0,0,5189
355455,13,1,24/03/2014,315,1,0,0,0,3536
658852,269,3,29/10/2014,874,1,0,0,0,6683
441534,959,5,03/05/2013,989,1,1,0,0,8580
432927,426,1,18/05/2015,813,1,1,0,0,8798
144184,74,2,20/01/2015,754,1,0,0,0,6190
122978,929,2,05/03/2013,882,1,1,0,0,8136
552234,1047,3,17/12/2014,592,1,1,0,0,7729
149106,734,7,19/01/2014,0,0,0,0,0,0
648898,417,2,05/08/2014,855,1,1,0,1,8686
615226,533,3,29/01/2014,802,1,0,0,0,6618
563700,676,1,02/12/2013,1790,1,1,0,0,13614
313398,725,6,29/06/2013,569,1,0,0,0,5885
231418,53,2,17/02/2015,595,1,1,0,0,7198
368971,570,1,06/01/2014,950,1,1,0,1,10011
222189,1055,3,10/06/2015,887,1,0,0,0,7136
507350,464,7,27/07/2014,0,0,0,0,0,0
687019,206,3,21/08/2013,616,1,0,0,1,5271
336615,825,7,27/01/2013,0,0,0,0,0,0
356534,415,3,17/09/2014,507,1,1,0,0,5740
511702,837,3,28/08/2013,399,1,1,0,0,4134
509573,695,6,19/04/2014,416,1,0,0,0,4090
412652,825,4,09/05/2013,0,0,0,a,0,0
302050,133,5,01/11/2013,942,1,0,0,1,7900
303580,288,4,24/10/2013,446,1,1,0,0,4829
402993,683,6,05/01/2013,633,1,0,0,0,5753
598540,954,2,28/05/2013,948,1,1,0,0,8788
544557,328,4,04/07/2013,590,1,1,0,0,5775
387778,1106,5,15/03/2013,598,1,0,0,0,5072
124914,1095,4,17/01/2013,496,1,0,0,0,4147
80028,94,7,30/11/2014,0,0,0,0,0,0
612313,669,7,09/02/2014,0,0,0,0,0,0
560219,761,7,22/12/2013,0,0,0,0,0,0
20160,1115,2,17/06/2014,506,1,1,0,0,6098
484145,213,6,12/01/2013,569,1,0,0,0,5614
612354,808,3,07/05/2014,694,1,1,0,0,8041
17511,1055,5,23/08/2013,810,1,0,0,0,6494
161537,603,7,12/07/2015,0,0,0,0,0,0
341338,819,7,10/11/2013,0,0,0,0,0,0
306313,906,1,08/04/2013,1680,1,1,0,0,14939
185787,260,7,23/06/2013,0,0,0,0,0,0
103179,228,1,22/07/2013,488,1,0,0,1,4682
448472,658,3,28/08/2013,621,1,1,0,1,6426
70703,38,2,10/06/2014,453,1,0,0,1,3902
223394,483,5,29/05/2015,680,1,0,0,0,6705
411072,199,7,17/05/2015,0,0,0,0,0,0
334270,253,2,11/02/2014,634,1,0,0,0,5708
102698,989,3,15/04/2015,596,1,1,0,0,6274
81707,86,2,05/02/2013,700,1,1,0,0,6739
577166,984,2,07/01/2014,975,1,1,0,1,8810
143950,444,6,19/07/2014,1290,1,0,0,0,9479
629749,1020,4,08/05/2014,1021,1,1,0,0,8951
550186,708,5,15/11/2013,450,1,0,0,0,4454
207529,38,6,23/02/2013,539,1,0,0,0,4745
357146,531,7,20/07/2014,0,0,0,0,0,0
42918,220,4,01/01/2015,0,0,0,a,1,0
637740,1073,1,01/07/2013,1083,1,1,0,0,10370
51510,509,1,24/11/2014,675,1,1,0,0,7550
79033,210,5,08/11/2013,405,1,1,0,0,4564
500698,707,3,24/07/2013,764,1,0,0,1,6269
534330,828,1,06/04/2015,0,0,0,b,0,0
481964,88,6,28/06/2014,240,1,0,0,0,2470
127273,175,4,23/01/2014,549,1,1,0,0,5664
647263,469,7,11/01/2015,0,0,0,0,0,0
552292,172,7,05/01/2014,0,0,0,0,0,0
472865,865,2,30/04/2013,748,1,1,0,0,7702
209621,56,4,31/07/2014,550,1,1,0,0,6613
706245,160,3,10/12/2014,491,1,0,0,0,5226
241308,554,3,03/07/2013,475,1,1,0,1,5135
439489,61,4,25/09/2014,468,1,0,0,0,4454
191711,303,2,19/03/2013,760,1,1,0,0,7336
335552,1090,2,12/05/2015,865,1,0,0,0,7522
517078,1010,3,10/12/2014,727,1,0,0,0,6637
209244,953,4,27/03/2014,540,1,0,0,0,4829
42089,948,2,10/03/2015,1784,1,0,0,0,7141
452778,261,1,25/02/2013,723,1,0,0,0,5890
346688,866,5,02/01/2015,536,1,0,0,1,5849
686915,240,6,29/03/2014,328,1,0,0,0,3161
669174,634,7,26/05/2013,0,0,0,0,0,0
528355,967,1,17/06/2013,1282,1,1,0,0,11648
570428,521,3,11/12/2013,316,1,0,0,0,3572
157780,349,7,16/06/2013,0,0,0,0,0,0
656000,319,4,20/02/2014,870,1,1,0,0,8024
48745,908,3,26/03/2014,345,1,0,0,0,3424
687915,1061,7,12/07/2015,0,0,0,0,0,0
441807,531,3,24/09/2014,561,1,0,0,0,4924
608078,657,7,21/07/2013,0,0,0,0,0,0
685951,969,2,08/10/2013,621,1,1,0,0,6094
441304,388,2,12/08/2014,947,1,0,0,1,7548
342930,1088,5,22/05/2015,552,1,1,0,0,6106
640057,1096,6,22/11/2014,582,1,0,0,0,5036
171101,775,6,23/11/2013,673,1,0,0,0,6337
535773,891,6,11/07/2015,930,1,0,0,0,8162
382078,628,3,05/03/2014,935,1,1,0,0,8578
551039,532,4,11/12/2014,1260,1,0,0,0,10599
643581,515,3,30/07/2014,754,1,1,0,1,8101
147738,438,1,21/01/2013,609,1,1,0,0,6778
395601,898,4,07/08/2014,755,1,1,0,1,7262
404510,679,1,13/04/2015,1418,1,1,0,0,12439
458968,136,7,16/02/2014,0,0,0,0,0,0
526334,739,2,06/08/2013,575,1,0,0,1,5471
290105,536,5,16/01/2015,1081,1,1,0,0,9927
373987,1001,2,07/01/2014,769,1,1,0,0,7454
188938,873,3,14/08/2013,457,1,1,0,1,5067
454509,531,4,13/11/2014,672,1,1,0,0,6691
484662,313,4,23/04/2015,559,1,0,0,0,5062
589973,14,7,04/05/2014,0,0,0,0,0,0
421034,855,4,05/02/2015,615,1,1,0,0,6068
561260,610,7,20/10/2013,0,0,0,0,0,0
519523,551,5,29/11/2013,1067,1,0,0,0,9176
366177,722,5,21/11/2014,1394,1,0,0,0,9914
